Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,PSCH,PSCD,PSCA
SP1,21/04/2014,Malaga,Villarreal,2,0,H,1,0,H,14,4,4,1,14,14,6,5,3,3,1,0,2.8,3.25,2.5,2.9,3.3,2.35,2.6,3.2,2.6,2.8,3.25,2.5,2.99,3.29,2.62,2.8,3.25,2.5,2.9,3.3,2.5,3,3.25,2.6,46,3,2.84,3.35,3.21,2.7,2.51,2.91,3.36,2.64
SP1,25/04/2014,Elche,Levante,1,1,D,0,0,D,22,10,3,6,14,17,7,2,2,4,0,0,1.65,3.6,5.5,1.72,3.6,4.75,1.6,3.7,5.4,1.61,3.5,5.5,1.72,3.75,5.78,1.67,3.4,6,1.75,3.6,5.25,1.7,3.6,6.25,48,1.75,1.68,4.2,3.6,6.5,5.5,1.67,3.85,6.18
SP1,26/04/2014,Betis,Sociedad,0,1,A,0,0,D,14,9,2,3,11,16,8,8,2,0,0,0,3.1,3.5,2.2,3.1,3.4,2.2,3.3,3.3,2.1,3.1,3.5,2.2,3.16,3.7,2.31,3.3,3.3,2.2,3.3,3.6,2.15,3.3,3.6,2.25,48,3.3,3.16,3.75,3.45,2.31,2.2,4.07,3.99,1.91
SP1,26/04/2014,Getafe,Malaga,1,0,H,1,0,H,8,12,3,2,14,22,4,7,6,3,1,1,2.1,3.3,3.5,2.1,3.25,3.5,2,3.3,3.6,2.05,3.2,3.75,2.16,3.42,3.77,2.15,3.2,3.5,2.05,3.4,3.75,2.15,3.3,3.8,49,2.31,2.1,3.6,3.31,4,3.56,2.21,3.4,3.66
SP1,26/04/2014,Granada,Vallecano,0,3,A,0,0,D,12,16,1,7,14,9,7,5,2,4,1,0,2.2,3.3,3.3,2.2,3.3,3.2,2.1,3.3,3.3,2.15,3.4,3.25,2.31,3.57,3.25,2.3,3.2,3.2,2.15,3.5,3.4,2.3,3.4,3.3,48,2.31,2.21,3.65,3.35,3.4,3.23,2.42,3.35,3.26
SP1,26/04/2014,Real Madrid,Osasuna,4,0,H,1,0,H,20,6,10,0,10,8,7,7,0,0,0,0,1.05,13,34,1.06,12,26,1.07,9.5,22,1.05,12,26,1.07,20.36,29.46,1.06,11,34,1.06,15,34,1.06,15,41,48,1.1,1.06,23,13.74,51,30,1.1,14,26
SP1,27/04/2014,Ath Bilbao,Sevilla,3,1,H,1,0,H,12,9,4,3,10,16,6,2,2,3,0,1,1.95,3.5,3.75,1.85,3.5,4.1,2.05,3.3,3.5,1.95,3.6,3.6,1.95,3.81,4.06,1.95,3.4,4,1.95,3.6,3.9,1.95,3.75,4,48,2.05,1.92,3.81,3.52,4.5,3.91,1.83,3.8,4.79
SP1,27/04/2014,Espanol,Almeria,1,2,A,1,0,H,9,10,3,2,15,14,7,3,4,3,2,0,1.62,3.75,5.5,1.65,3.75,5,1.77,3.5,4.35,1.7,3.75,4.8,1.64,4.18,5.89,1.7,3.6,5,1.65,3.9,5.5,1.67,3.9,5.5,48,1.77,1.65,4.18,3.8,5.89,5.18,1.64,4.11,6
SP1,27/04/2014,Valencia,Ath Madrid,0,1,A,0,1,A,11,9,2,4,18,12,7,3,3,1,0,1,4.33,3.75,1.75,4.5,3.6,1.75,4.2,3.5,1.8,4.5,3.6,1.75,4.84,3.7,1.84,4.5,3.3,1.83,4.5,3.75,1.8,4.75,3.7,1.83,48,4.9,4.45,4,3.59,1.85,1.79,5.8,4.18,1.65
SP1,27/04/2014,Villarreal,Barcelona,2,3,A,1,0,H,5,20,3,7,11,6,2,9,3,3,0,0,6.5,4.5,1.44,6.5,4.4,1.45,6.5,4,1.48,6,4.33,1.5,7.2,4.76,1.49,7.5,4.2,1.44,6.25,4.6,1.5,6.5,4.5,1.5,48,8,6.63,5.2,4.49,1.5,1.46,6.79,5.2,1.47
SP1,28/04/2014,Celta,Valladolid,4,1,H,2,0,H,13,10,7,4,13,17,3,0,1,4,0,0,1.8,3.75,4.2,1.8,3.4,4.5,1.85,3.45,4,1.85,3.6,4,1.84,3.72,4.8,1.83,3.4,4.5,1.75,3.75,4.6,1.85,3.75,4.6,46,1.85,1.82,3.8,3.56,4.9,4.32,1.81,3.72,5.05
SP1,02/05/2014,Vallecano,Ath Bilbao,0,3,A,0,2,A,11,12,3,4,17,9,6,7,4,1,0,0,3.75,3.6,1.91,3.9,3.6,1.85,3.6,3.3,2,3.6,3.6,1.95,3.8,3.85,2.01,3.75,3.6,1.91,3.75,3.6,2,3.75,3.75,2,49,4,3.76,3.95,3.61,2.1,1.95,3.42,4.01,2.09
SP1,03/05/2014,Barcelona,Getafe,2,2,D,1,1,D,21,8,8,5,13,6,11,3,3,3,0,0,1.07,11,26,1.06,11,26,1.05,11,25,1.07,11,23,1.08,15.99,28.16,1.08,11,34,1.07,12,34,1.05,13,46,49,1.09,1.06,19,12.09,46,30.07,1.07,19.86,31.57
SP1,03/05/2014,Malaga,Elche,0,1,A,0,1,A,7,10,2,3,18,13,8,2,1,4,0,2,2.25,3.25,3.25,2.2,3.2,3.25,2.1,3.3,3.3,2.15,3.3,3.4,2.31,3.38,3.44,2.3,3.2,3.2,2.15,3.4,3.5,2.3,3.25,3.5,49,2.3,2.22,3.42,3.27,3.6,3.29,2.09,3.35,4.1
SP1,03/05/2014,Osasuna,Celta,0,2,A,0,2,A,23,14,11,4,11,12,12,6,0,1,0,0,1.91,3.5,4,1.83,3.5,4.25,1.8,3.5,4.2,1.95,3.5,3.8,1.95,3.7,4.2,1.95,3.3,4,1.91,3.4,4.33,1.95,3.5,4.2,49,1.95,1.9,3.9,3.51,4.33,4.04,2.02,3.76,3.88
SP1,03/05/2014,Valladolid,Espanol,1,0,H,1,0,H,10,9,4,3,14,20,4,8,3,1,0,1,2,3.4,3.75,1.95,3.25,4,1.9,3.45,3.8,2,3.4,3.75,2.03,3.5,4.13,2.05,3.2,3.8,2.05,3.4,3.8,2.05,3.4,4,48,2.05,1.99,3.8,3.39,4.2,3.84,2,3.63,4.05
SP1,04/05/2014,Almeria,Betis,3,2,H,0,0,D,12,15,6,3,15,10,3,8,4,6,1,0,1.57,4,5.5,1.6,4,5.25,1.6,3.9,5,1.61,4,5,1.59,4.41,6.12,1.62,3.6,6,1.62,4.1,5.5,1.62,4.2,5.5,48,1.62,1.58,4.6,3.98,6.5,5.58,1.53,4.98,6
SP1,04/05/2014,Levante,Ath Madrid,2,0,H,1,0,H,7,23,2,7,20,20,3,7,2,3,0,0,15,5.5,1.22,10,5.75,1.26,9,6,1.25,13,5.5,1.25,16.81,6.32,1.25,15,5,1.25,15,5.5,1.25,18,5.75,1.25,49,20,14.22,6.5,5.47,1.28,1.23,14.4,6.31,1.26
SP1,04/05/2014,Real Madrid,Valencia,2,2,D,0,1,A,32,8,11,5,11,10,10,1,1,3,0,0,1.14,7.5,17,1.16,7.5,14,1.15,7,15,1.16,7.5,13,1.15,10.4,18.95,1.14,7.5,19,1.15,8.5,17,1.15,8.5,21,49,1.16,1.13,10.4,8.17,25,17.1,1.12,12.13,19.53
SP1,04/05/2014,Sevilla,Villarreal,0,0,D,0,0,D,11,13,3,4,12,7,6,6,1,0,0,0,1.75,3.6,4.75,1.75,3.7,4.4,1.75,3.7,4.2,1.75,3.8,4.33,1.79,4.04,4.64,1.8,3.75,4.2,1.8,3.75,4.5,1.83,3.9,4.5,49,1.9,1.76,3.95,3.68,5,4.49,2.09,3.74,3.65
SP1,05/05/2014,Sociedad,Granada,1,1,D,0,0,D,21,15,6,3,12,11,8,5,1,3,1,1,1.44,4.5,6.5,1.42,4.33,7.5,1.5,4,6.1,1.44,4.5,6.5,1.47,4.87,7.31,1.44,4,8,1.47,4.5,7,1.45,4.75,7.5,47,1.5,1.44,4.8,4.41,8,7.16,1.73,4.11,5
SP1,07/05/2014,Valladolid,Real Madrid,1,1,D,0,1,A,6,21,1,3,17,8,4,9,4,4,0,0,11,7,1.2,12.5,6.25,1.2,12,6.2,1.2,11,6.5,1.22,14.06,7.42,1.23,15,7,1.17,15,7,1.2,13,7,1.25,49,17,12.19,7.7,6.84,1.25,1.21,12.16,7.76,1.24
SP1,10/05/2014,Levante,Valencia,2,0,H,0,0,D,12,19,3,6,11,12,8,8,4,5,1,0,3.3,3.4,2.15,3.25,3.3,2.2,3,3.2,2.3,3.2,3.3,2.25,3.53,3.56,2.19,3.3,3.2,2.25,3.25,3.4,2.25,3.4,3.4,2.25,50,3.55,3.34,3.55,3.33,2.3,2.18,3.6,3.64,2.08
SP1,10/05/2014,Villarreal,Vallecano,4,0,H,2,0,H,22,14,10,2,12,13,5,5,1,1,0,1,1.57,4.33,5,1.55,4.1,5.5,1.55,3.9,5.6,1.57,4.33,5,1.64,4.5,5.3,1.62,3.8,5.5,1.6,4.33,5.25,1.62,4.3,5.5,51,1.7,1.58,4.6,4.22,5.8,5.26,1.69,4.36,5.04
SP1,11/05/2014,Ath Bilbao,Sociedad,1,1,D,0,0,D,12,13,6,5,19,14,5,10,2,2,0,0,1.75,3.75,4.5,1.75,3.75,4.33,1.85,3.5,3.9,1.8,3.6,4.33,1.83,4.03,4.41,1.8,3.6,4.33,1.8,3.8,4.5,1.85,3.9,4.2,51,1.85,1.79,4.15,3.75,4.65,4.3,1.77,4.17,4.64
SP1,11/05/2014,Ath Madrid,Malaga,1,1,D,0,0,D,17,10,5,4,13,16,11,4,3,3,0,1,1.2,6.5,13,1.18,6.75,13,1.2,5.8,13,1.22,6,12,1.2,7.5,18.3,1.2,6,15,1.2,7,15,1.2,7,19,51,1.22,1.19,7.9,6.67,19.5,15.06,1.21,7.29,17.28
SP1,11/05/2014,Betis,Valladolid,4,3,H,1,1,D,21,13,7,8,13,16,8,4,4,2,0,0,3.6,3.5,2,3.7,3.5,1.95,3.3,3.5,2,3.4,3.5,2.05,3.75,3.79,2.04,3.6,3.3,2.05,3.5,3.6,2.05,3.25,3.75,2.05,51,3.8,3.61,3.8,3.54,2.05,1.99,3.4,4.1,2.07
SP1,11/05/2014,Celta,Real Madrid,2,0,H,1,0,H,13,18,6,6,13,6,4,15,2,2,0,0,6.5,5,1.4,6.5,5,1.4,4.8,4.8,1.5,6.5,5,1.4,6.93,5.55,1.44,7,4.33,1.44,7,5.25,1.4,7,5,1.45,51,7.1,6.58,5.55,4.97,1.5,1.42,5.37,5.12,1.56
SP1,11/05/2014,Elche,Barcelona,0,0,D,0,0,D,6,20,0,6,16,16,2,11,3,3,0,0,11,7,1.2,11.5,6.75,1.2,10.5,6,1.22,11,6.5,1.22,14.2,7.4,1.23,12,5.5,1.25,12,7,1.22,15,7,1.22,51,15,12.61,7.6,6.62,1.25,1.21,14.45,7.24,1.23
SP1,11/05/2014,Espanol,Osasuna,1,1,D,1,1,D,7,9,2,2,12,13,4,4,0,1,0,0,2.3,3.25,3.1,2.4,3.2,2.95,2.3,3.3,2.9,2.2,3.25,3.25,2.38,3.36,3.31,2.4,3.1,3.1,2.3,3.3,3.2,2.3,3.3,3.2,51,2.45,2.31,3.4,3.24,3.31,3.13,2.25,2.87,4.41
SP1,11/05/2014,Getafe,Sevilla,1,0,H,0,0,D,14,4,6,1,17,15,7,1,3,2,0,0,1.85,3.6,4,1.9,3.5,3.9,1.85,3.6,3.7,1.9,3.6,3.75,1.93,3.8,4.18,1.91,3.4,4,1.9,3.6,4,1.87,3.7,4.1,51,1.95,1.88,5.75,3.64,4.5,3.97,1.73,4.37,4.66
SP1,11/05/2014,Granada,Almeria,0,2,A,0,1,A,16,8,3,3,13,14,6,1,3,2,1,0,1.91,3.5,4,1.9,3.5,3.9,2,3.4,3.5,1.95,3.6,3.6,1.92,3.77,4.3,1.91,3.4,4,2.05,3.4,3.75,1.95,3.6,4,51,2.05,1.91,3.8,3.55,4.35,3.93,1.83,3.87,4.66
SP1,16/05/2014,Malaga,Levante,1,0,H,0,0,D,25,2,11,0,12,16,10,0,0,1,0,1,1.91,3.4,4,1.95,3.6,3.6,1.9,3.45,3.8,1.95,3.5,3.8,2.03,3.7,3.9,1.91,3.5,4,1.95,3.4,3.75,2.05,3.6,3.9,51,2.15,1.97,3.68,3.47,4.02,3.84,1.99,3.42,4.43
SP1,17/05/2014,Barcelona,Ath Madrid,1,1,D,1,0,H,11,12,4,3,11,14,4,8,5,4,0,0,1.85,3.8,4.5,1.83,3.8,3.9,1.9,3.8,3.5,1.83,3.6,4.33,1.86,3.88,4.45,1.83,3.6,4.2,1.83,3.7,4.5,1.87,3.75,4.5,52,1.95,1.84,4,3.67,4.52,4.2,1.83,3.81,4.78
SP1,17/05/2014,Real Madrid,Espanol,3,1,H,0,0,D,17,13,7,2,9,8,8,7,0,0,0,0,1.33,5,8.5,1.36,4.75,7.75,1.3,5,9,1.4,5,6.5,1.36,5.71,8.93,1.36,5,8,1.4,4.8,7.5,1.36,5.4,8.5,51,1.4,1.35,5.8,5.2,9.2,7.96,1.19,8.6,15.43
SP1,17/05/2014,Valencia,Celta,2,1,H,1,1,D,14,9,7,4,11,13,9,2,1,3,0,0,1.75,3.75,4.5,1.75,3.75,4.33,1.8,3.5,4.2,1.8,3.75,4.33,1.84,4.03,4.36,1.83,3.8,4,1.73,4,4.5,1.87,3.8,4.2,52,1.87,1.8,4.01,3.74,4.55,4.24,1.74,4.09,5.03
SP1,18/05/2014,Almeria,Ath Bilbao,0,0,D,0,0,D,10,13,1,1,13,12,7,4,1,5,0,0,2.25,3.4,3.1,2.3,3.25,3.1,2.2,3.4,3,2.25,3.5,3,2.47,3.36,3.14,2.3,3.5,2.88,2.3,3.3,3.13,2.45,3.5,2.9,52,2.47,2.33,3.5,3.31,3.3,3.03,2.64,3.52,2.8
SP1,18/05/2014,Osasuna,Betis,2,1,H,2,0,H,14,16,3,8,7,10,5,7,1,0,0,0,1.36,5,7.5,1.4,4.5,7.25,1.4,5,6,1.4,4.5,8,1.4,5.25,8.55,1.4,4.75,7.5,1.4,4.8,7.5,1.4,5,8.5,51,1.41,1.37,5.4,4.9,9.4,7.95,1.36,6.07,8.34
SP1,18/05/2014,Sevilla,Elche,3,1,H,1,0,H,15,14,5,4,10,11,6,5,2,0,0,0,1.8,3.75,4.2,1.75,3.6,4.5,1.75,3.6,4.3,1.75,3.75,4.5,1.8,3.94,4.74,1.7,4,4.5,1.8,3.6,4.33,1.75,4,4.75,51,1.85,1.78,4,3.72,4.8,4.37,2.07,3.47,4.04
SP1,18/05/2014,Sociedad,Villarreal,1,2,A,0,1,A,13,15,3,5,13,18,6,2,2,3,0,0,2,3.6,3.5,1.91,3.6,3.7,1.9,3.45,3.8,1.9,3.75,3.6,2.08,3.78,3.63,1.95,3.75,3.6,2,3.5,3.4,2.1,3.75,3.5,52,2.1,1.99,3.8,3.59,3.95,3.58,2.14,3.75,3.47
SP1,18/05/2014,Valladolid,Granada,0,1,A,0,1,A,10,6,4,3,12,10,7,5,1,2,0,0,2.1,3.3,3.5,2.05,3.4,3.5,2.1,3.3,3.3,2.1,3.3,3.5,2.26,3.5,3.43,2.05,3.5,3.5,2.1,3.25,3.25,2.25,3.5,3.4,50,2.26,2.16,3.56,3.33,3.55,3.37,2.33,3.41,3.35
SP1,18/05/2014,Vallecano,Getafe,1,2,A,0,1,A,16,15,4,4,11,25,4,6,4,7,0,0,4,3.1,2.05,3.9,2.95,2.1,3.4,3,2.2,3.8,3,2.1,4.13,3.21,2.14,3.75,3.1,2.1,3.75,3.2,2.1,4,3.2,2.1,51,4.19,3.78,3.35,3.14,2.2,2.09,3.07,3.33,2.54
